Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
9396ef1547eb6908cc5212bb8768a9a1eae627f8,5095,39,0,11,41,5082,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
3c60cd220a8a393e5ab7cff1d39087ca77639166,5401,39,0,11,46,5383,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
e1d2d77cc678e81f7ab7dc687edf8dd7add3ef0b,5403,39,0,11,46,5385,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
70036a9557cc52cb80d660219913921636145246,5099,39,0,11,41,5086,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
4005080efe8b8f42c0eb367d3edc4086b9b127ed,5095,39,0,11,41,5082,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
240fb9e7b58225f58c62bfb27cbbbf577e2b0b52,5099,39,0,11,41,5086,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
833792744a06ef725cc06804cc9a06582c6116cd,5100,39,0,11,41,5087,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a59e74b7b504375bc0ac3daf1dc1306d5d056d28,5403,39,0,11,46,5385,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
6ae2570bf2b53ff07d0fac2bbf1ffe81837ef415,5095,39,0,11,41,5082,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
771d203472fa356c4f53dde30c5ae94212817838,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
077e4fa7680f75d9928a333e3d838896a7027af0,5098,39,0,11,41,5085,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
dfbf782ba4ea3eabfe052e6224727cf83efdffb5,5403,39,0,11,46,5385,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
9d4e11617a1e596926d11e483280183224fc7ee6,5401,39,0,11,46,5383,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a3c36ad3dd11bbf916cd673ca8c480db90361f12,5094,39,0,11,41,5081,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
6357c055f543908dbaf167422231c09877e9b955,5089,39,0,11,41,5076,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
d067260df75e4d04a23a0481cf9cf8f7194c80f1,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
25c9ab8b727db02188500471719275755d7849cc,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
e9f3f03144451d65eac6bf4cf782a7f8b89e820a,5088,39,0,11,41,5075,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
3b9bb1cd5677a8c8443d16184ed36856ae105cd7,5396,39,0,11,46,5378,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
492f63dc252e76ce892e459081286fb46bde87cf,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a95e38f78ce424575ea4667e16139a9926c55155,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
928e6d70480c662d7e3a84a8b9615c2d9f1b46ac,5088,39,0,11,41,5075,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
44e669be1ab1a60c40183f92f172670d912cb834,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
f39062116245f15b58889dea03aaf710de28a8e1,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
7205661affce22fb8978d670342898295c265d43,5088,39,0,11,41,5075,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
55c5f1fc16e61f576f05d31c1f9bbd324943729c,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
e507ba320ed22d4f8d44435264dd81a949f8e560,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
e9b657fa110d7d11a9782ea6b5e9ba162ab88317,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
1f309113c09e2873a803c0b85b0a4bbc3aa82979,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
0b17481eda21b9a7f7c08341520b12987f51c4a2,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
754b72f294db8b310bc917b1058b077c3201f1c2,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
45b861f1925c619ce103f27815f9cc15c1ac9aa9,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
68d7bec488379f36efdae0c06b8a57bdac083975,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
532cf6548c88b86551d88b22d98a74f46f57b4b3,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
c1fdd1af0aa03d9c73ba104256706ea477abfeb0,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
4399a6c614947bcb8566201c4ecc5133e7dfa4d6,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
98804dcb6e92d10abbfe1e95c2301b19031d9df6,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
e1ef02d2058cb9bcc55c79b970216503f16dbbe8,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
505d307e98d1b970fd16696aced4a968f8e9e49d,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
6d205daf340b025c5238d3d424909de36c302e41,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
2761ce82a031c3d4fb8ff9896175f38960051702,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
d841c4c06107d9aec3fd8ed9d334f0502876bbfa,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
12f3501938f26c1cd7079fb50421c7aaf70c3ac9,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
76a9dc692e08ec38e6f15107165d44b1d792ab49,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
bc3e5cdb5abfd1043af9e12517fd55221f6a01cc,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
af9d23615e4be4ca3cffd2b80de1dfef12f034f4,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
ee184b1f76c0f8c7416d27457b89279df5fca481,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
9ccca2585e8447344a47430aaa1bb98baadcee74,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
29ca84306e3ef658721a2d88b8a0b6dc07a87cd6,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
f5d41407765c76c6e06675b7f0cedef5d14e2b20,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
54f20ad03bafd36942b3f241bf28e53d949b681c,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
ff3dac9d59b114fa168d574db598075391073843,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a5f520552d95fd0b348c9183cd51b38869a49334,5397,39,0,11,46,5379,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
5124966aab34cf28ff0a9e5adbd976327323673c,5093,39,0,11,41,5080,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
