Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
2ed08c185c727f17a9b8d16ad8cb0c31cc48a0de,3833,1,8,0,59,3783,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
19499306fa57b438e5f2de39b820976f2b876006,3837,1,8,0,59,3787,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
c72260f15cdf53ca70c64bc5f173ce31e2b8e45f,3837,1,8,0,59,3787,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
850c9a1f52ffd8df3df0c1a1a303a8e75a94b5ee,3837,1,8,0,59,3787,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
38cf5549927f96597f827ffafd1dce8d43229546,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
1fadd9e6ec9725d3eeaf095564763a8a9ba0682c,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
8d62733bfff95e686134f0e0aac7846e838fe67f,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
75206389f43c2572589b624720b0299d9c9a0863,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
762403fe12d7e71cd7b64565714fb27001bef05a,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
30db8534e15284611eabb006867cfab08aacb39e,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
0dd3adb42cc6db7c78b0d71572ccdc9be177d6b6,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
f45707d9e6111a83d2c741530cbff2be2c8005ff,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
01b27b0c8277ab0e05a08fc71e532b9fdb36108d,3837,1,8,0,59,3787,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
fa51a7ea0b643ff322dfc963e3c60650b7392b80,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
579ebf736a2697510e9a6823a4a2b00437ecd000,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
5eecad31eaee36cdf0d310ee358c8f67ede4745b,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
7d59804cd2371bbf50dcc3335eb33da9b1a3ea69,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
bc82744bca3efe8e6c5f79ace5fb5e680011da21,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a07d52c375bb096a7a4c44fc687b6dcabb58f5e8,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
5908acbf01cbf10d2a9d491107b87709361be92a,3830,1,8,3,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
03b74eaa4b60a5a713e03cb22a5d863bc041750d,3832,1,8,0,59,3782,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
07371dbef1a65b416de8c0d26fadc4e1c72cdc88,3828,1,8,0,59,3778,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
293eff8a9a741fdd20869597ac83e4a88f48c2fd,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
15eaeb144a58c8f06e32af7a2158bb734f0468f0,3828,1,8,0,59,3778,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
14d07d657c56bac30d3f5ce467a4a315f5319373,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
6fc8169112a42e3f6f55793a6b56159cd8ff69d7,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
33361fb3a9b67559a048c6bd3794c125faefc6ef,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
2495bbc020dcf349b1cf6a431050621d012bb3f9,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
526785e912adddaa7ef0b19d11cebc2d5e96b2de,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
1746d11ac5906bcccb656f98fb3377a4066a3948,3830,1,8,3,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
294499449ec76cc04461c68bf2c63cc75ebd5198,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
e768c57df0a1cb3ff98875f993453906b065df29,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
b4f94a4817e878629c40aab4fa5ccff6eed45490,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
dbc846c871eeb27b7c17ddb52a272a558df501b3,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
f5c8c916f7e17bf1a8b12816889e6aae1938c01f,3832,1,8,3,59,3779,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
792c28ae28eb023fcbad60ec7d9c7565eabd56cf,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
bdb728fa11c697531d0f3b0e315083b31b7619eb,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
dd44bebc4a15b0955bec01e18dae27caced8cc0d,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
74676ef13525e6990fa0ff3814668255bbf87aa1,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
4b39940771ec8e2f4b8b31cef6e10cc7706ef7c2,3760,1,8,3,59,3707,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a21811c5482d07101ff2c9e056df89701654b405,3760,1,8,3,59,3707,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
13af51b6a5433d35a4e37fbb762ebccc0b66c0a1,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
d899159abe8985dcab811f5a658529f5f4a8805c,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
af95fef7b49d6aeaded89ce347d75d47693b2958,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
9130cafb29b320ae5ad648a80a3ab339978107cd,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
46a33f6b2e7b18d4bdc65ed1a9ea85c741422267,3770,1,8,0,59,3720,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
a782ff4b2db6485a9ca621c66926ef3f69c959ca,3827,1,8,0,59,3777,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/22.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/400.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/703.html;https://cwe.mitre.org/data/definitions/732.html
