Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
1e5eebe57afbc83618b5d8134a4d927dc3ec6ada,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
ec066dccaabf44a95c2fffb72cc9c4eadf274bab,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
545ecd4d36a9b00f21a5e8bed3ec3e6910b5ab22,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
f6632c9a6b9976b2064089981e2c4a161dcccf7b,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
da97d73580be21a328b3608e620be4bbe7ec6d2b,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
73e20cad10b652dbcd305b2dcb1b27f32ebaf75a,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
87ddfd4af076a67c7011229132d44938c033c379,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
06ffdd5ebfc14b087bf367042a9f85e4de9a3033,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
a84b6e611b118ef4fb8cd4da00cddf4c995f0def,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
dcde424a9321c09a47ed9ec4728d60c36d3adec9,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
fbc01858752a9b73c5f0e238028edcb3154a8c46,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
0024a9ea836a3bc93c4c4f34e9661589e92339c7,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
9f5c74ea35be0264246636cf52a1631fc032164d,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
33ad48150fb0096dec1e8f721f9af2e2fbc0a6b9,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
dbf41384233d5b82238ad8f1d6b653a311d6d5f8,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
2920169048cb294e1d283ea2d5a7047d7ff121a3,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
9813817b2eb31998cfebb9495776fc508d550a82,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
93ef64a8c14da1835877311522691691896f9b77,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
4a57bab5a96ff34f7eaa5eca196157e49d905665,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
81b871604818990a498ac42a7bea8a8d7060e2e3,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
68ac842717a8d3d7339d1a2b943d9967e0d73a96,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
9d2f9cfc3ad94b9e8cc3a9db0a97f171c13c4699,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
812855fe5040ae94bcdfb2ebd7fed233632fcf70,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
d23b8ca56d7c37db9ecb75672b37305150718e3c,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
0e39a2d5a0ae9bf8748bd68635c7c6d6e20ca6d8,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
07f03eb9b7aa13a54134265e89d16da4332a2d38,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
a8c0ecd9958715215133a3ab32dbb8cb41bd1475,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
943aa24ff958fbb39c08e3a990f9a0d4b1d11b5c,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
ca92441b717a0a6f26902c3e44a9493233bd23f6,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
b415e022ec6f0e703418a8119e87da64d24b5b66,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
69be372c8f12e8be878d099eacc900bd11a76a9f,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
f027447f181fa1d92c2e0dd3a03b55568cf8eee9,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
b6adbf04e0be265f83785f98b0d7aaead5868eb2,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
d21a37bedf6caa8237a4de69dc9a2471dfd12c4a,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
b7bf1784bccda8ccd9fb483a8721d259094d49f6,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
ea7ac65e96b40a5287a3caf900197e998a99f40e,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
4238c5f342d24d58e21b42c06b05f1f1b38d6987,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
b7804f7c801636bbdc80acdadbf20874c9869de8,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
0e03c6551698d9152d65f6d7ad3827c5373cd46c,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
71bd2029b53c3dbd0a1c9055d0f68bfcfee4de75,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
abf9e6c66a805d38547d9e8e2911d8f28c4cc6d6,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
912cf525cc48914cc9d2176ec8a0ef5e782342e4,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
8a4e579efb32b7468378714f4bf64188bdac1c91,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
f575e4fab5ccd15ca29f2565b294679adc945c28,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
1ad9b4e30ad5685830c28e4ad0b7f9bd9118c8ee,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
7a378dcf8558c41db2c62ae3818cea7e22c2afcb,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
26257e6f35c57d937f6f5bdee831facc2fcf7e1a,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
141ee0e567a4c6c60907f85ea66b828704bd761d,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
764d3c8d0cd7d24db4b18f6a6569ba05202b9b6f,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
32f923e8a303301705eeb8bd4e5c8ee3b361875c,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
8da59539201cff376c33256846bd565d976a148e,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
092703f860ca6576c859c000a966c1dca5231b07,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
dbac084c1e1d89c1e9253da036746e2df9e1ef14,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
4ad6185ab23a7cf151e4289eb7e11b34f87f2d91,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
e5fd12eae89e5e7bbf6b21020a5d5a8ef9baf732,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
5e358fc4ee69d7f8ae77343d4f0bbe05fae2eb01,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
a578ca29a32eb6898973c97f415936aeb47ae293,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
589251236b1b4888182a9191044805aaee5401c0,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
94429edc786d997ad7feefe0365bca7d74b03e3e,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
e0a33e5e6defa374437f8f3a5f5d5bc60ef47687,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
bf60aefc247f57708fd39dce1c440515712a54c1,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
208cb967b9b611d537a76c085197bd0f84a9e67f,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
cbf543aa47c5fb8ddde709c241e6faf65ae5e0cc,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
9f152c554b737b7014a3c8ac1555d0a2d1e2e936,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
46270b8ac3af3643a0cafe259e209e3788ee7db5,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
f7e811c384e8049eb32a66721834cacf03f1dd30,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
e4499aeadad24f6e548eda017d18aeb33c7d9de7,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
fd19fb60cadf2d941f5b36d11f128563e511d50d,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
075e4e4f9385712d4c00d920180e5897c6796b2b,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
5f170426b6de9926134b55bd77b619d0e5fe536b,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
8cbcbcd6d3f3451f2bfeb326efadfd1372c9351e,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
01bfecc16d384ece3ad920edd307112520d29219,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
9a4e154e7293667572fec25c63136462fb58a345,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
79a7b4dc2e65cae22dec5584ccbbd9fd0df3ef8f,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
d79aa75c1c8e3d42f52ceb88f287021d8673ae27,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
aeae6ae4dae14a403e8123f77053f1af030f566d,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
922b2a83bbca27108b9750d1ab1f79cbe6669834,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
9f758887a58a94ae9ab195dfc1d8b39ea5d51e75,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
4435584bf15a370fe0a0fbf9350bc45b6fd922b3,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
aee3c5cb960b2e472f4fcdb86e731ca3b91d2f8c,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
db9a7637f7d6db72422647b5f3e28c8a485e9024,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
875f3f22329a0dd0991555913f96fe39ca953d66,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
a600f12b8f57ccf9ac3d37cafdd6aff157020b02,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
50c4c29279c53225d33b02d077964a430314ac19,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
e3955bd494218ffbf70c6c4354d1a47a4617fa38,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
fee877946f3ec59ca2f0e98dab308f7177484d40,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
88c88b72430c01277e5890b35d02978bce6f6b8b,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
a95d3de77bdfeab095c6e7a50cfb2f5423f5c472,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
b16a3fbc49693b306cebd4beedd675b35b6fb4b5,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
595a55a194fe2d6bc6b8e94043ab64da5fd7ac1c,7,0,0,0,3,4,https://cwe.mitre.org/data/definitions/20.html;https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/502.html
